:START_ID,:END_ID,weight:float,source,:TYPE
EMP_0080,EMP_0101,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0135,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0140,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0233,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0311,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0351,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0423,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0441,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0454,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0494,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0511,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0552,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0600,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0614,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0630,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0634,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0655,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0656,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0760,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0790,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0827,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0836,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0864,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0879,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0924,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_0944,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1006,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1036,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1040,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1065,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1108,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1166,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1201,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1223,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1229,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1244,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1246,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1247,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1270,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1281,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1290,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1298,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1313,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1314,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1324,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1330,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1348,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1380,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1401,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1412,0.6,inferred,SAME_ROLE_DEPT
EMP_0080,EMP_1451,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0080,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0135,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0140,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0233,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0311,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0351,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0423,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0441,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0454,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0494,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0511,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0552,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0600,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0614,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0630,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0634,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0655,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0656,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0760,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0790,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0827,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0836,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0864,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0879,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0924,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_0944,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1006,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1036,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1040,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1065,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1108,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1166,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1201,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1223,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1229,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1244,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1246,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1247,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1270,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1281,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1290,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1298,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1313,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1314,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1324,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1330,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1348,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1380,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1401,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1412,0.6,inferred,SAME_ROLE_DEPT
EMP_0101,EMP_1451,0.6,inferred,SAME_ROLE_DEPT
EMP_0135,EMP_0080,0.6,inferred,SAME_ROLE_DEPT
EMP_0135,EMP_0101,0.6,inferred,SAME_ROLE_DEPT
